gauge,hy_year,q,q_ml,gap_days,p,pet
228204,1955,233.193972617859,62167.003,0,1114.09322387811,1015.9
228204,1956,371.759210863262,99107.004,0,1016.76721743631,1024.9
228204,1957,130.504140084636,34790.999,0,900.302290687508,1051.6
228204,1958,164.005143853595,43722.006,0,919.895330206795,1062.8
228204,1959,136.881017956779,36491.006,0,920.192858397886,1076.1
228204,1960,393.688078238838,104953.004,0,1096.8710619088,1117.6
228204,1961,124.269844863504,33129.003,0,799.72399336859,1131.3
228204,1962,158.839882792567,42345.003,0,979.043866095437,1074.2
228204,1963,143.089089313418,38146.011,0,834.18287556686,1064.1
228204,1964,197.851202814505,52745.001,0,944.5603483761,998.9
228204,1965,,,,910.317217026001,1048.3
228204,1966,,,,900.009798892498,1019.1
228204,1967,,,,630.516941313785,1115.1
228204,1968,,,,924.756226672167,1014.4
228204,1969,135.73693950644,36186.007,0,826.45393767833,1021.9
228204,1970,237.755270809208,63382.996,0,1137.31803989245,1018.4
228204,1971,231.65977714119,61758.003,0,1111.08369837497,1054.8
228204,1972,113.740439724924,30321.9769285714,2,761.959890124691,1108.9
228204,1973,,,,897.152196437291,1091.5
228204,1974,,,,1042.70943407465,1063.8
228204,1975,342.642791474146,91344.88,0,982.430220083153,1070.6
228204,1976,,,,819.435898139622,1065.7
228204,1977,253.102975995625,67474.529,0,867.992948763366,1077
228204,1978,333.373328696587,88873.741,0,1027.62554919624,1025.8
228204,1979,206.803124639286,55131.487,0,740.332052030973,1056
228204,1980,194.263334773201,51788.514,0,811.210531365529,1130.1
228204,1981,249.064924736871,66398.028,0,896.029304059918,1101.6
228204,1982,140.186522759681,37372.218,0,667.293041107992,1126.6
228204,1983,243.157852029705,64823.266,0,940.144231094907,1042.9
228207,1951,269.47357716564,11163.002,0,1407.79230343189,928.1
228207,1952,602.000580506765,24938.006,0,2041.16686677615,898.3
228207,1953,368.072958891687,15247.503,0,1542.68343528828,917.8
228207,1954,179.504204091092,7436.001,0,1231.72544612832,918.2
228207,1955,215.267442740597,8917.501,0,1564.26686564965,879.2
228207,1956,404.777677170331,16768.004,0,1573.46982238525,904.4
228207,1957,166.517042875785,6898.005,0,1272.8041426147,996.9
228207,1958,197.235045698258,8170.505,0,1395.43135991212,1014.8
228207,1959,196.402219688533,8136.005,0,1260.76390451753,1020.4
228207,1960,441.216929140888,18277.508,0,1656.90532544123,1015.2
228207,1961,180.071515512964,7459.502,0,1207.77218990777,1028.8
228207,1962,126.891350312249,5256.502,0,1414.5733701439,989.4
228207,1963,166.396295174317,6893.003,0,1192.30887643803,975.1
228207,1964,130.029607696084,5386.505,0,1421.17219192901,913.3
228207,1965,85.8535952142538,3556.504,0,1243.68165636508,943
228207,1966,106.89143199679,4428.001,0,1341.80118114188,935.9
228207,1967,21.5931024021215,894.499,0,899.308285441536,1045.8
228207,1968,48.9556613013542,2027.999,0,1515.78639180257,921.5
228207,1969,82.0756791751812,3400.003,0,1282.89348983205,947.7
228207,1970,192.382880666177,7969.503,0,1694.27455436288,932.7
228207,1971,229.123905330868,9491.508,0,1574.48284283152,966.6
228207,1972,73.07142989676,3027,0,1102.70532541506,1046.2
228207,1973,96.7406830515312,4007.504,0,1382.53490824058,985.5
228207,1974,240.252247172238,9952.502,0,1619.60650433097,947.7
228207,1975,206.456384956548,8552.501,0,1473.01124151122,948.1
228207,1976,120.252882118787,4981.502,0,1400.90059554237,942
228207,1977,166.999840562582,6918.005,0,1374.72071070872,1001.3
228207,1978,207.735895386098,8605.505,0,1494.02958913461,927.1
228207,1979,67.7757534985404,2807.62544444444,2,1091.45621264386,969.7
228207,1980,58.1571092949478,2409.171,0,1318.1798836595,1042.6
228207,1981,83.3980378994345,3454.782,0,1384.0207111992,990.6
228207,1982,36.0327845980433,1492.666,0,1008.79762807259,1057
228207,1983,64.9184494996996,2689.261,0,1341.40591645421,941.3
228207,1984,142.106381453283,5886.788,0,1345.24082668518,972.2
228207,1985,90.7683549664279,3760.099,0,1502.03787261155,952.5
228207,1986,150.324853356557,6227.24,0,1364.51834201896,955.6
228207,1987,100.10368275857,4146.817,0,1205.60591543457,994.4
228207,1988,88.2368777153597,3655.232,0,1287.77514744387,1009.8
228207,1989,154.046933843152,6381.428,0,1410.61479401395,982.2
228207,1990,169.169895465314,7007.9,0,1374.54379051999,982.1
228207,1991,224.900149767922,9316.538,0,1504.65384345978,952.6
228207,1992,278.94594708118,11555.397,0,1674.53550125689,894.7
228207,1993,444.243756818611,18402.895,0,1632.32426466189,961.5
228207,1994,352.478231509872,14601.488,0,1065.74734013664,974.5
228207,1995,543.088013531402,22497.54,0,1753.48461744295,919.1
228207,1996,588.068511798742,24360.867,0,1512.31715803042,952.5
228207,1997,263.331159455478,10908.551,0,957.710058885787,1003.8
228207,1998,266.208440549714,11027.743,0,1269.27929523702,973.6
228207,1999,274.632994645598,11376.732,0,1190.78934898016,971.7
228207,2000,290.117692434593,12018.189,0,1223.98165399916,986.7
228207,2001,276.685609011017,11461.762,0,1309.17987973922,935.4
228207,2002,203.451379734269,8428.018,0,898.279289093111,991
228207,2003,205.024865675309,8493.2,0,1293.43964698025,1018.6
228208,1957,182.410150870035,60637.503,0,957.705552849322,1022.1
228208,1958,348.344349906675,115798.005,0,1079.02987623448,1041.2
228208,1959,,,,910.611613681971,1046.3
228208,1960,,,,1174.15807166501,1081.4
228208,1961,,,,914.560994677752,1086
228208,1962,,,,1024.66296557585,1039.2
228208,1963,,,,871.141490602255,1034.1
228208,1964,,,,1128.97925407092,970.7
228208,1965,,,,951.513075990877,998.8
228208,1966,268.09744548289,89122.012,0,1074.83835000337,1002.6
228208,1967,76.4866729562034,25426.002,0,669.483418686044,1096.7
228208,1968,314.028254523118,104390.513,0,1174.11796958383,984.8
228208,1969,181.232455944096,60246.009,0,923.613513550298,980.4
228208,1970,361.646640522885,120220.005,0,1226.95602558585,976.3
228208,1971,217.870914076709,72425.51,0,1029.13491604632,1025.8
228208,1972,73.4574207080441,24419.006,0,810.356101043206,1076.5
228208,1973,208.331887200569,69254.509,0,952.666399151866,1040.5
228208,1974,259.01237558577,86101.9171724138,2,1026.18400358808,1018.6
228208,1975,320.23619470208,106454.181,0,1057.51767694963,1023
228208,1976,147.615720517938,49071.001,0,938.031994629388,1022
228208,1977,256.725208338004,85341.608,0,990.382615362932,1042.7
228208,1978,212.026666103875,70482.742,0,1038.61395351766,984.7
228208,1979,135.563273660354,45064.479,0,811.683272295788,1025.7
228208,1980,201.054565590902,66835.353,0,954.171148168896,1077.9
228212,1963,174.887077726051,29163.01,0,1056.43129610859,1059.5
228212,1964,160.686453379338,26795.008,0,1250.85167512508,994.1
228212,1965,116.29153114507,19392.005,0,1097.19446730464,1017.5
228212,1966,144.54587426383,24103.512,0,1182.45749662819,1014.6
228212,1967,52.0319611838927,8676.505,0,786.528239077757,1114.6
228212,1968,124.069502776665,20689.008,0,1326.82751167632,1008.3
228212,1969,131.511655113009,21930.012,0,1133.94410391702,1007.1
228212,1970,244.558832082727,40781.01,0,1495.24337532515,1003.8
228212,1971,218.583291452521,36449.501,0,1386.97612977536,1047.2
228212,1972,105.653059643908,17618.004,0,974.162299869743,1098.6
228212,1973,167.54385592264,27938.503,0,1214.10698583355,1059.3
228212,1974,303.130391142842,50548.015,0,1409.68995590328,1038.3
228212,1975,245.924081404494,41008.6699285714,2,1299.7855897786,1041.8
228212,1976,170.475394835253,28427.347,0,1234.99403258747,1043.3
228212,1977,208.043642540449,34691.979,0,1205.33930206643,1071.1
228212,1978,226.022493323799,37690.013,0,1322.16972656705,1014.6
228212,1979,123.510473602871,20595.788,0,952.796506875521,1047.2
228212,1980,97.2385251741991,16214.852,0,1143.72474568753,1110.9
228212,1981,130.389728777683,21742.927,0,1220.88078698777,1086.5
228212,1982,67.8760245570902,11318.556,0,889.500144756354,1118.4
228212,1983,108.212815970611,18044.852,0,1197.04949093125,1025.6
228212,1984,189.295242103302,31565.62,0,1185.84279520805,1045.2
228212,1985,151.734748364226,25302.281,0,1324.13770251914,1032.5
228212,1986,180.001511021914,30015.859,0,1199.05429379749,1033.1
228212,1987,143.18991368117,23877.401,0,1079.30174575747,1056.7
228212,1988,133.749780763055,22303.227,0,1142.13726442781,1088.1
228212,1989,218.530255043885,36440.657,0,1240.92474609521,1055.2
228212,1990,178.352105099615,29740.815,0,1207.05691698311,1064.2
228212,1991,226.890349834988,37834.731,0,1320.55822320162,1016.4
228212,1992,305.447573664783,50934.413,0,1475.87088786352,975.3
228212,1993,394.184423702846,65731.582,0,1450.11645101439,1029.6
228212,1994,233.660317864732,38963.646,0,941.637992361108,1044.3
228212,1995,343.20824926237,57231.133,0,1551.2334794758,975.6
228212,1996,385.618012244771,64303.104,0,1318.03639052615,1011.5
228212,1997,154.726903742068,25801.233,0,862.875255256425,1068.6
228212,1998,154.865971394291,25824.423,0,1133.24163340764,1039.9
228212,1999,151.144889229239,25203.92,0,1046.4104807583,1043.2
228212,2000,155.351376869665,25905.366,0,1079.57394263096,1056
228212,2001,149.809425983159,24981.227,0,1161.18369760189,998
228212,2002,101.486721116532,16923.253,0,787.803784818943,1044
228212,2003,115.093540381076,19192.236,0,1135.43085986811,1075.1
228213,1963,174.31699609948,118350.004,0,981.51859802679,1059.2
228213,1964,200.435836456131,136083.013,0,1160.69248231226,994.1
228213,1965,131.016858991191,88952.002,0,995.537697512741,1016.7
228213,1966,156.953048724085,106561.003,0,1086.69888578729,1013.8
228213,1967,40.8197911858115,27714.007,0,713.466906480135,1112.6
228213,1968,117.80648412887,79983.009,0,1221.45672738479,1008.8
228213,1969,125.839659110955,85437.017,0,1037.71863333474,1008.1
228213,1970,262.594909696705,178285.017,0,1370.23478265464,1003.1
228213,1971,233.266437584465,158372.874928571,2,1241.64000036777,1049.1
228213,1972,65.4422346990267,44431.059,0,889.65496415933,1099.3
228213,1973,151.418514479308,102803.411,0,1102.97395643368,1058.6
228213,1974,240.865643638856,163532.246,0,1269.66100673407,1039.5
228213,1975,234.022983737431,158886.521,0,1195.68615067701,1040.3
228213,1976,136.791417494871,92872.555,0,1134.55176309464,1041.6
228213,1977,191.807370793603,130224.841,0,1099.13780594419,1070.1
228213,1978,213.644109498892,145050.579,0,1224.30507260304,1013.5
228213,1979,84.9542225179905,57678.441,0,852.595827738416,1045.7
228213,1980,77.5000671577009,52617.55,0,1028.76237428763,1106.7
228213,1981,126.995122263158,86221.502,0,1125.33715852629,1084.8
228213,1982,52.3297940234049,35528.557,0,819.568273731678,1116.1
228213,1983,111.553020073029,75737.31,0,1119.66129597885,1022.1
228213,1984,174.133648796919,118225.523,0,1089.62730268262,1040.1
228213,1985,150.771538479868,102364.156,0,1217.14751930829,1030.4
228213,1986,172.936736938155,117412.897,0,1086.95392122037,1029.9
228213,1987,126.769660506005,86068.428,1,994.778201236281,1053.7
228213,1988,100.256480799076,68067.688,0,1053.42413693719,1087.6
228213,1989,186.588371658064,126681.477,0,1116.5577703534,1054.9
228213,1990,140.951609193023,95697.057,0,1101.93737435172,1063
228213,1991,197.534779018529,134113.382,0,1188.19255382906,1012.9
228213,1992,251.545925588043,170783.469,0,1318.0312589703,973.6
228213,1993,320.43404411514,217554.061,0,1316.37831115278,1027.6
228213,1994,164.399416894453,111616.607,0,863.262986383493,1041.6
228213,1995,390.770423840915,265307.929,0,1410.60464051517,972.3
228213,1996,371.97574123107,252547.551,0,1172.27737471916,1007.4
228213,1997,93.9322073701539,63773.914,0,814.211114905113,1063
228213,1998,128.283424241131,87096.176,0,1053.75086356454,1038.4
228213,1999,109.301558913073,74208.713,0,939.335323645662,1042.9
228213,2000,139.364739843262,94619.675,0,976.879783824137,1056.8
228213,2001,114.114672683241,77476.507,0,1063.45143922684,997
228213,2002,68.3190232642361,46384.213,0,717.523633555079,1043.4
228213,2003,110.93488775436,75317.638,0,1035.78974874204,1072
228214,1963,157.298089198844,12057.006,0,943.022507406173,1056.8
228214,1964,187.813133591956,14396.005,0,1111.53119113938,986.9
228214,1965,135.230379821384,10365.501,0,1001.98231434884,1016.9
228214,1966,167.25956017181,12820.5595555556,1,1069.62154418966,1007.9
228214,1967,,,,700.127652278619,1110
228214,1968,,,,1171.48617543723,1000.1
228214,1969,,,,1019.32025667888,1001.1
228214,1970,,,,1340.77845325127,1000
228214,1971,231.524381306891,17746.502,0,1253.20675121569,1040.6
228214,1972,81.7801191057825,6268.502,0,876.690032599776,1094.9
228214,1973,175.634507632317,13462.505,0,1074.70964630061,1060.5
228214,1974,283.989706248043,21768.005,0,1233.98842529909,1038.4
228214,1975,219.397992324587,16817.006,0,1160.76205561588,1044.7
228214,1976,155.171545856534,11894.005,0,1072.3112537983,1043.5
228214,1977,196.710627674278,15078.004,0,1059.60064274137,1066.8
228214,1978,235.366551888833,18041.007,0,1171.2170418159,1010.9
228214,1979,110.328798478137,8456.77777777778,2,857.111898460284,1042.6
228214,1980,98.5967762545813,7557.51025925926,4,1000.04372949208,1108.3
228214,1981,152.519814762074,11690.748,0,1093.7472691046,1084.3
228214,1982,59.8501775806351,4587.557,0,776.136658230348,1111.9
228214,1983,118.756110478806,9102.737,0,1088.60450242611,1027
228214,1984,190.811136877332,14625.804,0,1032.17298952931,1045.1
228214,1985,154.50377620496,11842.82,0,1169.04501716158,1033.1
228214,1986,162.320379725544,12441.968,0,1084.95980807818,1031
228219,1967,62.079829259891,7483.002,0,790.765725685283,1106.6
228219,1968,30.58776818197,3687,0,1387.15887149602,1000.3
228219,1969,55.3101928551566,6667.001,0,1149.66895308262,1005
228219,1970,256.275339066447,30891.014,0,1524.43104719313,999.2
228219,1971,258.896819478721,31207.003,0,1340.88548344905,1042.1
228219,1972,43.1231947409494,5198,0,973.536288590306,1093.5
228219,1973,24.5564941195094,2960,0,1227.19052472861,1041.5
228219,1974,154.138830154609,18579.6447586207,2,1426.53286148391,1022.6
228219,1975,162.840077411627,19628.479,0,1305.23568558541,1021.9
228219,1976,,,,1277.3790334256,1023.4
228219,1977,,,,1229.93689543441,1062
228219,1978,54.5811304554193,6579.121,0,1383.67519980994,997
228219,1979,37.3190682490942,4498.38,0,929.51592768236,1032.9
228219,1980,35.8306211570497,4318.965,0,1141.60040236296,1098.1
228219,1981,35.1157782947856,4232.799,0,1229.60100728275,1069.2
228219,1982,37.5091156029083,4521.288,0,928.190526094092,1110.5
228219,1983,28.2428469886046,3404.347,0,1222.08528323775,1005.9
228219,1984,119.899123382273,14452.446,0,1235.46915572653,1026.1
228219,1985,137.727594399245,16601.461,0,1356.38871228238,1008.7
228219,1986,119.239159306698,14372.895,0,1162.73165293951,1009.6
228219,1987,37.2157899398734,4485.931,0,1057.81209590759,1043.9
228219,1988,33.5848551048047,4048.264,0,1120.06673542781,1076.7
228219,1989,39.6330615336497,4777.305,0,1214.46310510384,1040.9
228219,1990,36.687344141757,4422.233,0,1251.12137135829,1049.2
228219,1991,90.2647776767186,10880.37,0,1299.44657464549,1007
228219,1992,184.771573567002,22272.066,0,1409.08003895691,961.9
228219,1993,107.989472617697,13016.876,0,1427.80705697524,1012.8
228219,1994,142.586785338159,17187.18,0,948.777420215413,1033.4
228219,1995,137.379937492971,16559.555,0,1529.83024354025,959.9
228219,1996,145.204034732865,17502.659,0,1294.88689701876,992.3
228219,1997,148.586077885474,17910.325,0,888.194757461984,1052
228219,1998,149.755174408385,18051.246,0,1139.55806466541,1023
228219,1999,147.584604323268,17789.609,0,1006.91471702146,1022.3
228219,2000,140.500213395934,16935.668,0,1057.39939604863,1037.6
228226,1973,202.70745672029,2755.5,0,823.455770146961,1055
228226,1974,217.478481158449,2956.28964285714,2,859.051920958151,1013.5
228226,1975,207.858822953946,2825.525,0,897.403846279932,1033.2
228226,1976,99.7891548927063,1356.482,0,777.250000372529,1019.8
228226,1977,200.680602847106,2727.948,0,895.317306235003,1033.1
228226,1978,261.099857379506,3549.256,0,1024.72307535805,972.5
228226,1979,146.957646248084,1997.666,0,779.534616279774,995.3
228226,1980,208.086726311202,2828.623,0,931.763462409807,1064.2
228226,1981,196.444822534823,2670.369,0,864.611537142729,1052.2
228226,1982,91.2329948940769,1240.174,0,657.994232411282,1062.9
228226,1983,319.802995217886,4347.236,0,1057.60384586883,1000.8
228226,1984,158.471400363927,2154.178,0,778.253844540996,1023.9
228226,1985,135.831136571426,1846.418,0,882.90961715751,998.6
228226,1986,225.81485618696,3069.61,0,969.963460520625,1000.8
228226,1987,171.333006420263,2329.012,0,856.367306861596,1012.4
228228,1975,161.447669096294,18337.758,0,1044.76580633117,1043
228228,1976,64.1581853196058,7287.298,0,898.11505489508,1039.4
228228,1977,145.409412568751,16516.08,0,938.396987602691,1059.6
228228,1978,181.417322450315,20605.977,0,1085.87870813765,1001.5
228228,1979,84.5660193111357,9605.287,0,801.827956360866,1036.5
228228,1980,96.1934863279929,10925.973,0,871.667312411034,1101.5
228228,1981,151.743389839507,17235.514,0,998.61806593699,1080.6
228228,1982,59.8481060422428,6797.745,0,695.792472416643,1104
228228,1983,175.337519883294,19915.413,0,1019.70236737581,1024.1
228228,1984,171.483379136666,19477.647,0,894.562796840328,1049.5
228228,1985,157.647832110408,17906.16,0,1046.16172022866,1034.1
228228,1986,192.049581488804,21813.624,0,980.257419110755,1027
228228,1987,128.179642785072,14559.066,0,898.270966741026,1046.8
228228,1988,97.6489556559223,11091.29,0,921.838495147052,1078.3
228228,1989,228.354586118464,25937.266,0,1076.79849406899,1047.7
228228,1990,176.165220833146,20009.426,0,970.199785821092,1059.2
228228,1991,182.9161608323,20776.22,0,1024.19053808776,1007.8
228228,1992,241.140683034393,27389.553,0,1289.96236495262,973.7
228228,1993,204.121171918543,23184.755,0,1207.29591318238,1021.2
228228,1994,70.2289372598366,7976.834,0,698.471612472079,1040.5
228228,1995,208.143066208814,23641.575,0,1250.1113976219,974.3
228228,1996,197.878017863712,22475.637,0,1026.71032380712,1021.5
228228,1997,52.4529427803104,5957.778,0,727.186881848257,1062.8
228228,1998,74.6870576748269,8483.202,0,916.946666780226,1042.2
228228,1999,73.1549221425289,8309.177,0,891.177420497805,1047.4
228228,2000,114.439990143057,12998.471,0,900.586021594479,1064.1
228228,2001,98.1099829631988,11143.655,0,982.753978617553,996
228228,2002,42.7055762010409,4850.64,0,630.830968878827,1034.8
228228,2003,101.757200673392,11557.918,0,917.731612946125,1078.7
229149,1978,201.25966405927,77767.7280731008,15,882.359492259083,1042.7
229149,1979,51.8885168435884,20049.9791494253,4,532.953841647563,1075.5
229149,1980,39.7924624557005,15376.004,0,567.415429008925,1144.3
229200,1891,294.025018528654,693374.99,0,,1109.3
229200,1892,424.729667531588,1001605.001,0,,1094.6
229200,1893,473.008081405019,1115456.009,0,,1112.3
229200,1894,501.348974719066,1182290.004,0,,1106.9
229200,1895,288.397893328299,680105.004,0,,1124.5
229200,1896,300.153811586932,707828.018,0,,1116.3
229200,1897,285.381626792468,672991.991,0,,1079.4
229200,1898,215.633198956933,508510.017,0,,1065
229200,1899,296.409872185267,698998.994,0,,1064.3
229200,1900,510.399877185891,1203634.002,0,1460.00075708929,1043.6
229200,1901,559.233802971747,1318795.028,0,1469.35264915157,1088.8
229200,1902,236.957775537917,558798.01,0,1063.21977502717,1077.7
229200,1903,534.39512879298,1260220.028,0,1628.33450109925,1094.4
229200,1904,463.875755580383,1093919.997,0,1127.84755941864,1082.3
229200,1905,448.784280495608,1058331.014,0,1196.08566668242,1035.8
229200,1906,450.35665020057,1062039.004,0,1251.36360264041,1061.6
229200,1907,288.864351119929,681205.013,0,1128.56839080582,1128.9
229200,1908,253.516046951351,597846.018,0,995.956876633304,1092.3
229200,1909,400.562266420416,944613.009,0,1266.94676120318,1105.8
229200,1910,288.429697432475,680180.005,0,1280.16800778416,1090.4
229200,1911,581.842816971938,1372112.004,0,1337.36984193709,1093
229200,1912,295.914161368657,697830,0,1118.20487136011,1114.7
229200,1913,362.951227942125,855917.994,0,1195.76342679872,1114.5
229200,1914,179.568667006876,423462.001,0,939.031962340657,1134.7
229200,1915,289.833298152526,683490.001,0,1230.82650038791,1094.2
229200,1916,414.293400150847,976994.011,0,1430.37839145582,1063.4
229200,1917,583.770958756659,1376658.982,0,1495.1606700495,1062.8
229200,1918,438.481151376809,1034033.993,0,1267.77729393321,1104.1
229200,1919,223.57350843276,527234.995,0,1035.65207817558,1115.3
229200,1920,397.966660800881,938492.006,0,1340.25451396431,1061.5
229200,1921,371.91563160784,877058.009,0,1247.02635586449,1091.8
229200,1922,278.747379118088,657346.991,0,1078.36922014003,1082.1
229200,1923,555.271063155843,1309450.025,0,1521.81242685288,1089.7
229200,1924,601.761245146067,1419083.993,0,1540.79197958586,1053.3
229200,1925,262.176395137634,618269.004,0,840.079936426838,1131.5
229200,1926,292.57731840169,689960.998,0,1100.19544051292,1124.3
229200,1927,298.145935855889,703093.01,0,1153.46877434982,1134.2
229200,1928,291.57613388677,687599.987,0,1073.34386008561,1152.4
229200,1929,373.296759423465,880315.009,0,1278.34349704677,1105.8
229200,1930,353.186236597323,832890.019,0,1294.71790910607,1103.6
229200,1931,518.353345752407,1222390.012,0,1303.81938051747,1121.3
229200,1932,398.322858625905,939331.998,0,1308.51101737509,1048.3
229200,1933,,,,1226.37970790932,1118.9
229200,1934,,,,1505.20633324066,1112.1
229200,1935,,,,1353.45708423,1057.1
229200,1936,,,,1327.63239742566,1064.8
229200,1937,,,,1052.78450690646,1117.4
229200,1938,,,,940.47338649866,1137.1
229200,1939,,,,1373.90331646045,1099.3
229200,1940,,,,1068.07238098406,1117.1
229200,1941,,,,1222.26132276112,1098.2
229200,1942,,,,1255.56880627529,1091.6
229200,1943,,,,1002.34180755924,1088.2
229200,1944,,,,1226.46431796509,1038.7
229200,1945,,,,1083.98511801674,1035.3
229200,1946,,,,1239.09348182462,1046.1
229200,1947,,,,1378.43088407634,1042.1
229200,1948,,,,1231.46938577497,1017.2
229200,1949,,,,1228.89319123401,974.7
229200,1950,,,,1212.29807278449,1059.3
229200,1951,,,,1284.93732036697,1038.5
229200,1952,,,,1854.69797917543,1024.7
229200,1953,,,,1445.99327426877,1053.3
229200,1954,,,,1166.12471796075,1052.7
229200,1955,,,,1495.05300002397,1022.3
229200,1956,,,,1513.60571120492,1036.8
229200,1957,,,,1228.431008491,1079.8
229200,1958,,,,1292.12779572502,1091.9
229200,1959,,,,1185.41123445559,1105.2
229200,1960,530.408633324218,1250819.004,0,1558.83701972529,1128.6
229200,1961,147.31973663079,347412.004,0,1027.56820420122,1145.3
229200,1962,158.490038461488,373754.007,0,1266.84114436399,1088.8
229200,1963,163.431905031925,385408.004,0,1111.93722704934,1079.9
229200,1964,262.514363517258,619066.007,0,1309.36270128263,1015.3
229200,1965,145.548913233987,343236.017,0,1145.99175115122,1037.6
229200,1966,180.497763180177,425653.012,0,1246.38905609856,1029.8
229200,1967,78.8561689913834,185960.01,0,868.404446242176,1126.1
229200,1968,150.131608123283,354043.009,0,1397.19043428017,1022.4
229212,1964,351.655457527346,298396.956,0,1596.34694113123,1005.3
229212,1965,132.343432103564,112299.913,0,1325.12114883918,1017.1
229212,1966,180.05032070523,152781.555,0,1477.08121774911,1016.5
229212,1967,77.1998974894557,65507.911,0,998.097547543963,1119.1
229212,1968,196.441602500194,166690.364,0,1763.0115113463,1012.1
229212,1969,186.214195493328,158011.906,0,1328.8926144355,1025.8
229212,1970,426.820470054662,362178.167,0,1767.5292556255,1018.5
229212,1971,340.53935248985,288964.394,0,1663.95839590234,1054.9
229212,1972,86.7409895457391,73603.997,0,1224.28995945048,1113.2
229212,1973,138.153627928595,117230.15,0,1549.10424081341,1062.2
229212,1974,403.426438126755,342327.18,0,1731.03430453135,1038.8
229212,1975,304.492987566103,258377.28,0,1577.98118852429,1035
229212,1976,108.168995217906,91786.714,0,1494.98055376388,1045.2
229212,1977,191.368701580906,162385.758,0,1427.7226212202,1083.4
229212,1978,161.210518532095,136795.056,0,1644.23652644246,1015.9
229212,1979,79.2887192182289,67280.379,0,1216.21018437031,1047.9
229212,1980,113.99974141299,96734.389,0,1502.52778512403,1116.1
229212,1981,125.776343216235,106727.415,0,1459.97916982273,1079.9
229212,1982,51.9802707627736,44107.817,0,965.544720066824,1128.4
229212,1983,105.152177795939,89226.796,0,1471.58846022117,1015.1
229212,1984,155.93938278959,132322.238,0,1431.24304639153,1047.8
229212,1985,137.453821715462,116636.33,0,1543.13020902186,1023.3
229212,1986,157.27258775213,133453.528,0,1486.15779038472,1033
229212,1987,90.9118696947792,77143.194,0,1231.21260925432,1071.3
229212,1988,89.3539364539711,75821.211,0,1390.52264917294,1086.2
229212,1989,163.447500203143,138693.245,0,1562.98817207136,1054.8
229212,1990,183.970515330287,156108.033,0,1542.08632568893,1064.9
229212,1991,215.375834083328,182756.991,0,1614.88450699476,1024.3
229212,1992,371.946956319592,315615.291,0,1843.58574802401,969.6
229212,1993,390.233002738991,331131.901,0,1715.04252809422,1027.2
229212,1994,135.907362175928,115324.083,0,1079.07322465841,1045.1
229212,1995,224.79630614445,190750.725,0,1726.33418869478,983.3
229212,1996,339.347931881673,287953.415,0,1592.10014464606,1016.4
229212,1997,73.2384371368058,62146.417,0,940.387998783576,1079.5
229212,1998,93.1699179110189,79059.259,0,1281.91589745859,1043.3
229212,1999,87.9943193516431,74667.509,0,1256.47674674889,1036.4
229212,2000,161.246079228066,136825.231,0,1368.74244107233,1049.8
229212,2001,120.860462067302,102556.048,0,1354.34408530955,1002.9
229212,2002,81.3182279452389,69002.517,0,1010.11910004192,1058.4
229212,2003,147.789620787699,125406.764,0,1434.66681968894,1081.6
229214,1964,296.065678977921,43351.008,0,1359.41783545131,994.9
229214,1965,249.66601972732,36557.002,0,1194.29166637365,1014.6
229214,1966,275.78890237287,40382.009,0,1286.44599948349,1010.5
229214,1967,170.682860272766,24992.002,0,894.523832874087,1109.1
229214,1968,257.697551886206,37733.008,0,1463.13966872256,1001.7
229214,1969,296.769110576767,43454.007,0,1220.260664798,1012.4
229214,1970,426.542734725163,62455.9306206897,2,1605.07883456868,1004.7
229214,1971,462.199600990054,67676.938,0,1514.06450158534,1044.7
229214,1972,288.370991383723,42224.324,0,1051.78833185622,1099.7
229214,1973,317.15444890276,46438.902,0,1316.19249966743,1059.6
229214,1974,429.819735966858,62935.761,0,1553.11983363199,1038.4
229214,1975,379.182242637435,55521.236,0,1400.98816662698,1036.9
229214,1976,320.720075853555,46960.994,0,1327.03050009047,1042.5
229214,1977,386.432889845864,56582.902,0,1303.90833335222,1076.4
229214,1978,324.900972396677,47573.176,0,1413.61783395963,1013
229214,1979,219.596417240294,32154.102,0,1053.21000120811,1050.1
229214,1980,237.80339797968,34820.034,0,1284.95666813832,1114.6
229214,1981,265.719399815078,38907.596,0,1301.52199832403,1085.9
229214,1982,171.853552555016,25163.419,0,950.793166872424,1120.1
229214,1983,234.0707283054,34273.483,0,1261.29133539145,1022
229214,1984,339.506075202961,49711.708,0,1272.57550108572,1049.5
229214,1985,323.263565790968,47333.421,0,1418.29533652521,1032.1
229214,1986,403.4348122625,59072.385,0,1297.20033238002,1034.5
229214,1987,310.822908881208,45511.815,0,1112.67566786333,1059.4
229214,1988,241.446355351098,35353.449,0,1221.06033366145,1085.4
229214,1989,317.860175213373,46542.237,0,1359.76000016915,1054.7
229214,1990,326.943784910591,47872.292,0,1305.4296665352,1067.5
229214,1991,354.805963461971,51951.973,0,1443.04333346343,1020.6
229214,1992,435.158731195513,63717.516,0,1626.18649971814,972.9
229214,1993,484.671808929972,70967.4,0,1556.21649909941,1027.9
229214,1994,322.226219482635,47181.529,0,1000.46500190859,1045.7
229214,1995,439.335912491014,64329.154,0,1643.05083186042,979.5
229214,1996,567.937904476755,83159.523,0,1446.02716579924,1014.4
229214,1997,220.98607009974,32357.58,0,879.103667684434,1068.1
